"","Genome_ID","Count","Integron_type","Genus_rev"
"16434","G_406009",0,"In0","Escherichia"
"16435","G_406045",0,"complete","Escherichia"
"16436","G_406045",6,"CALIN","Escherichia"
"16437","G_406045",1,"In0","Escherichia"
"16438","G_406065",6,"CALIN","Escherichia"
"16439","G_406065",0,"complete","Escherichia"
"16440","G_406065",1,"In0","Escherichia"
"16441","G_406079",0,"complete","Escherichia"
"16442","G_406079",5,"CALIN","Escherichia"
"16443","G_406079",1,"In0","Escherichia"
"16444","G_406083",0,"CALIN","Escherichia"
"16445","G_406083",0,"In0","Escherichia"
"16446","G_406083",2,"complete","Escherichia"
"16447","G_406085",0,"CALIN","Escherichia"
"16448","G_406085",0,"In0","Escherichia"
"16449","G_406085",2,"complete","Escherichia"
"16450","G_406127",0,"CALIN","Escherichia"
"16451","G_406127",0,"In0","Escherichia"
"16452","G_406127",2,"complete","Escherichia"
"16453","G_406128",2,"complete","Escherichia"
"16454","G_406128",0,"In0","Escherichia"
"16455","G_406128",0,"CALIN","Escherichia"
"16456","G_406131",0,"In0","Escherichia"
"16457","G_406131",0,"CALIN","Escherichia"
"16458","G_406131",2,"complete","Escherichia"
"16459","G_406153",2,"complete","Escherichia"
"16460","G_406153",0,"In0","Escherichia"
"16461","G_406153",0,"CALIN","Escherichia"
"16462","G_406221",2,"complete","Escherichia"
"16463","G_406221",0,"In0","Escherichia"
"16464","G_406221",0,"CALIN","Escherichia"
"16465","G_406230",2,"complete","Escherichia"
"16466","G_406230",0,"In0","Escherichia"
"16467","G_406230",0,"CALIN","Escherichia"
"16468","G_406234",0,"In0","Escherichia"
"16469","G_406234",1,"complete","Escherichia"
"16470","G_406234",2,"CALIN","Escherichia"
"16471","G_406259",0,"In0","Escherichia"
"16472","G_406259",2,"complete","Escherichia"
"16473","G_406259",0,"CALIN","Escherichia"
"16474","G_406270",0,"complete","Escherichia"
"16475","G_406270",0,"In0","Escherichia"
"16476","G_406270",1,"CALIN","Escherichia"
"16477","G_406277",1,"CALIN","Escherichia"
"16478","G_406277",0,"In0","Escherichia"
"16479","G_406277",2,"complete","Escherichia"
"16480","G_406326",0,"In0","Escherichia"
"16481","G_406326",0,"complete","Escherichia"
"16482","G_406326",0,"CALIN","Escherichia"
"16483","G_406444",1,"CALIN","Escherichia"
"16484","G_406444",0,"In0","Escherichia"
"16485","G_406444",0,"complete","Escherichia"
"16486","G_406468",0,"In0","Escherichia"
"16487","G_406468",1,"CALIN","Escherichia"
"16488","G_406468",0,"complete","Escherichia"
"16489","G_406479",0,"In0","Escherichia"
"16490","G_406479",1,"CALIN","Escherichia"
"16491","G_406479",0,"complete","Escherichia"
"16492","G_406527",1,"CALIN","Escherichia"
"16493","G_406527",0,"In0","Escherichia"
"16494","G_406527",0,"complete","Escherichia"
"16495","G_406793",1,"CALIN","Escherichia"
"16496","G_406793",1,"In0","Escherichia"
"16497","G_406793",0,"complete","Escherichia"
"16498","G_406794",1,"CALIN","Escherichia"
"16499","G_406794",0,"In0","Escherichia"
"16500","G_406794",0,"complete","Escherichia"
"16501","G_406800",0,"complete","Escherichia"
"16502","G_406800",0,"CALIN","Escherichia"
"16503","G_406800",1,"In0","Escherichia"
"16504","G_406804",1,"complete","Escherichia"
"16505","G_406804",0,"In0","Escherichia"
"16506","G_406804",0,"CALIN","Escherichia"
"16507","G_406833",0,"In0","Escherichia"
"16508","G_406833",0,"complete","Escherichia"
"16509","G_406833",0,"CALIN","Escherichia"
"16510","G_406854",0,"complete","Escherichia"
"16511","G_406854",0,"In0","Escherichia"
"16512","G_406854",1,"CALIN","Escherichia"
"16513","G_407015",0,"In0","Escherichia"
"16514","G_407015",0,"complete","Escherichia"
"16515","G_407015",0,"CALIN","Escherichia"
"16516","G_407094",2,"complete","Escherichia"
"16517","G_407094",0,"In0","Escherichia"
"16518","G_407094",0,"CALIN","Escherichia"
"16519","G_407156",0,"In0","Escherichia"
"16520","G_407156",1,"complete","Escherichia"
"16521","G_407156",0,"CALIN","Escherichia"
"16522","G_407157",0,"In0","Escherichia"
"16523","G_407157",1,"CALIN","Escherichia"
"16524","G_407157",0,"complete","Escherichia"
"16525","G_407172",0,"In0","Escherichia"
"16526","G_407172",0,"complete","Escherichia"
"16527","G_407172",5,"CALIN","Escherichia"
"16528","G_407225",0,"In0","Escherichia"
"16529","G_407225",1,"CALIN","Escherichia"
"16530","G_407225",0,"complete","Escherichia"
"16531","G_407226",0,"In0","Escherichia"
"16532","G_407226",0,"complete","Escherichia"
"16533","G_407226",1,"CALIN","Escherichia"
"16534","G_407405",0,"In0","Escherichia"
"16535","G_407405",2,"CALIN","Escherichia"
"16536","G_407405",2,"complete","Escherichia"
"16537","G_407471",4,"CALIN","Escherichia"
"16538","G_407471",0,"In0","Escherichia"
"16539","G_407471",0,"complete","Escherichia"
"16540","G_407593",2,"complete","Escherichia"
"16541","G_407593",0,"CALIN","Escherichia"
"16542","G_407593",0,"In0","Escherichia"
"16543","G_407670",2,"complete","Escherichia"
"16544","G_407670",1,"CALIN","Escherichia"
"16545","G_407670",0,"In0","Escherichia"
"16546","G_407700",3,"complete","Escherichia"
"16547","G_407700",4,"CALIN","Escherichia"
"16548","G_407700",0,"In0","Escherichia"
"16549","G_407739",0,"complete","Escherichia"
"16550","G_407739",0,"In0","Escherichia"
"16551","G_407739",1,"CALIN","Escherichia"
"16552","G_408083",0,"complete","Escherichia"
"16553","G_408083",0,"In0","Escherichia"
"16554","G_408083",0,"CALIN","Escherichia"
"16555","G_408172",2,"complete","Escherichia"
"16556","G_408172",1,"CALIN","Escherichia"
"16557","G_408172",0,"In0","Escherichia"
"16558","G_408335",1,"In0","Escherichia"
"16559","G_408335",0,"complete","Escherichia"
"16560","G_408335",4,"CALIN","Escherichia"
"16561","G_408355",0,"complete","Escherichia"
"16562","G_408355",1,"CALIN","Escherichia"
"16563","G_408355",0,"In0","Escherichia"
"16564","G_408443",0,"In0","Escherichia"
"16565","G_408443",0,"CALIN","Escherichia"
"16566","G_408443",0,"complete","Escherichia"
"16567","G_408482",0,"In0","Escherichia"
"16568","G_408482",2,"complete","Escherichia"
"16569","G_408482",2,"CALIN","Escherichia"
"16570","G_408584",1,"In0","Escherichia"
"16571","G_408584",0,"complete","Escherichia"
"16572","G_408584",4,"CALIN","Escherichia"
"16573","G_408635",0,"In0","Escherichia"
"16574","G_408635",0,"CALIN","Escherichia"
"16575","G_408635",2,"complete","Escherichia"
"16576","G_408757",0,"In0","Escherichia"
"16577","G_408757",0,"CALIN","Escherichia"
"16578","G_408757",2,"complete","Escherichia"
"16579","G_408770",1,"In0","Escherichia"
"16580","G_408770",5,"CALIN","Escherichia"
"16581","G_408770",0,"complete","Escherichia"
"16582","G_408776",0,"complete","Escherichia"
"16583","G_408776",1,"In0","Escherichia"
"16584","G_408776",4,"CALIN","Escherichia"
"16585","G_408780",2,"In0","Escherichia"
"16586","G_408780",0,"CALIN","Escherichia"
"16587","G_408780",0,"complete","Escherichia"
"16588","G_408785",1,"complete","Escherichia"
"16589","G_408785",0,"CALIN","Escherichia"
"16590","G_408785",1,"In0","Escherichia"
"16591","G_408798",0,"complete","Escherichia"
"16592","G_408798",6,"CALIN","Escherichia"
"16593","G_408798",1,"In0","Escherichia"
"16594","G_408826",2,"complete","Escherichia"
"16595","G_408826",1,"CALIN","Escherichia"
"16596","G_408826",0,"In0","Escherichia"
"16597","G_408828",0,"CALIN","Escherichia"
"16598","G_408828",0,"In0","Escherichia"
"16599","G_408828",2,"complete","Escherichia"
"16600","G_408858",3,"CALIN","Escherichia"
"16601","G_408858",1,"complete","Escherichia"
"16602","G_408858",1,"In0","Escherichia"
"16603","G_408959",0,"CALIN","Escherichia"
"16604","G_408959",0,"In0","Escherichia"
"16605","G_408959",2,"complete","Escherichia"
"16606","G_408982",1,"CALIN","Escherichia"
"16607","G_408982",0,"In0","Escherichia"
"16608","G_408982",0,"complete","Escherichia"
"16609","G_409009",4,"CALIN","Escherichia"
"16610","G_409009",1,"In0","Escherichia"
"16611","G_409009",0,"complete","Escherichia"
"16612","G_409114",4,"CALIN","Escherichia"
"16613","G_409114",1,"In0","Escherichia"
"16614","G_409114",0,"complete","Escherichia"
"16615","G_409125",1,"CALIN","Escherichia"
"16616","G_409125",0,"In0","Escherichia"
"16617","G_409125",2,"complete","Escherichia"
"16618","G_409135",0,"In0","Escherichia"
"16619","G_409135",0,"CALIN","Escherichia"
"16620","G_409135",2,"complete","Escherichia"
"16621","G_409139",0,"CALIN","Escherichia"
"16622","G_409139",3,"complete","Escherichia"
"16623","G_409139",0,"In0","Escherichia"
"16624","G_409176",1,"complete","Escherichia"
"16625","G_409176",1,"CALIN","Escherichia"
"16626","G_409176",0,"In0","Escherichia"
"16627","G_409185",0,"In0","Escherichia"
"16628","G_409185",2,"complete","Escherichia"
"16629","G_409185",0,"CALIN","Escherichia"
"16630","G_409208",1,"complete","Escherichia"
"16631","G_409208",1,"CALIN","Escherichia"
"16632","G_409208",0,"In0","Escherichia"
"16633","G_409213",0,"In0","Escherichia"
"16634","G_409213",2,"complete","Escherichia"
"16635","G_409213",2,"CALIN","Escherichia"
"16636","G_409230",0,"complete","Escherichia"
"16637","G_409230",0,"CALIN","Escherichia"
"16638","G_409230",1,"In0","Escherichia"
"16639","G_409246",2,"In0","Escherichia"
"16640","G_409246",0,"complete","Escherichia"
"16641","G_409246",1,"CALIN","Escherichia"
"16642","G_409275",2,"In0","Escherichia"
"16643","G_409275",0,"CALIN","Escherichia"
"16644","G_409275",0,"complete","Escherichia"
"16645","G_409282",3,"CALIN","Escherichia"
"16646","G_409282",0,"In0","Escherichia"
"16647","G_409282",1,"complete","Escherichia"
"16648","G_409300",1,"In0","Escherichia"
"16649","G_409300",2,"CALIN","Escherichia"
"16650","G_409300",1,"complete","Escherichia"
"16651","G_409335",2,"CALIN","Escherichia"
"16652","G_409335",0,"In0","Escherichia"
"16653","G_409335",0,"complete","Escherichia"
"16654","G_409396",0,"In0","Escherichia"
"16655","G_409396",1,"CALIN","Escherichia"
"16656","G_409396",1,"complete","Escherichia"
"16657","G_409422",2,"CALIN","Escherichia"
"16658","G_409422",0,"In0","Escherichia"
"16659","G_409422",1,"complete","Escherichia"
"16660","G_409432",0,"CALIN","Escherichia"
"16661","G_409432",2,"complete","Escherichia"
"16662","G_409432",0,"In0","Escherichia"
"16663","G_409463",2,"complete","Escherichia"
"16664","G_409463",0,"In0","Escherichia"
"16665","G_409463",0,"CALIN","Escherichia"
"16666","G_409523",0,"CALIN","Escherichia"
"16667","G_409523",2,"complete","Escherichia"
"16668","G_409523",0,"In0","Escherichia"
"16669","G_409527",0,"complete","Escherichia"
"16670","G_409527",2,"In0","Escherichia"
"16671","G_409527",2,"CALIN","Escherichia"
"16672","G_409571",1,"CALIN","Escherichia"
"16673","G_409571",2,"complete","Escherichia"
"16674","G_409571",0,"In0","Escherichia"
"16675","G_409574",1,"complete","Escherichia"
"16676","G_409574",0,"In0","Escherichia"
"16677","G_409574",6,"CALIN","Escherichia"
"16678","G_409584",0,"CALIN","Escherichia"
"16679","G_409584",2,"complete","Escherichia"
"16680","G_409584",0,"In0","Escherichia"
"16681","G_409600",0,"CALIN","Escherichia"
"16682","G_409600",0,"complete","Escherichia"
"16683","G_409600",2,"In0","Escherichia"
"16684","G_409620",1,"In0","Escherichia"
"16685","G_409620",0,"complete","Escherichia"
"16686","G_409620",3,"CALIN","Escherichia"
"16687","G_409726",0,"In0","Escherichia"
"16688","G_409726",0,"complete","Escherichia"
"16689","G_409726",1,"CALIN","Escherichia"
"16690","G_409740",0,"complete","Escherichia"
"16691","G_409740",1,"CALIN","Escherichia"
"16692","G_409740",0,"In0","Escherichia"
"16693","G_409881",2,"complete","Escherichia"
"16694","G_409881",0,"CALIN","Escherichia"
"16695","G_409881",0,"In0","Escherichia"
"16696","G_409884",0,"In0","Escherichia"
"16697","G_409884",1,"CALIN","Escherichia"
"16698","G_409884",2,"complete","Escherichia"
"16699","G_409927",0,"In0","Escherichia"
"16700","G_409927",0,"CALIN","Escherichia"
"16701","G_409927",2,"complete","Escherichia"
"16702","G_409941",1,"complete","Escherichia"
"16703","G_409941",0,"In0","Escherichia"
"16704","G_409941",2,"CALIN","Escherichia"
"16705","G_409947",0,"In0","Escherichia"
"16706","G_409947",0,"CALIN","Escherichia"
"16707","G_409947",2,"complete","Escherichia"
"16708","G_409970",0,"complete","Escherichia"
"16709","G_409970",2,"In0","Escherichia"
"16710","G_409970",2,"CALIN","Escherichia"
"16711","G_410031",0,"In0","Escherichia"
"16712","G_410031",0,"CALIN","Escherichia"
"16713","G_410031",0,"complete","Escherichia"
"16714","G_410063",0,"complete","Escherichia"
"16715","G_410063",0,"In0","Escherichia"
"16716","G_410063",0,"CALIN","Escherichia"
"16717","G_410136",0,"In0","Escherichia"
"16718","G_410136",0,"CALIN","Escherichia"
"16719","G_410136",2,"complete","Escherichia"
"16720","G_410152",1,"CALIN","Escherichia"
"16721","G_410152",2,"complete","Escherichia"
"16722","G_410152",0,"In0","Escherichia"
"16723","G_410176",0,"CALIN","Escherichia"
"16724","G_410176",0,"In0","Escherichia"
"16725","G_410176",2,"complete","Escherichia"
"16726","G_410191",0,"In0","Escherichia"
"16727","G_410191",1,"CALIN","Escherichia"
"16728","G_410191",2,"complete","Escherichia"
"16729","G_410281",0,"complete","Escherichia"
"16730","G_410281",2,"In0","Escherichia"
"16731","G_410281",1,"CALIN","Escherichia"
"16732","G_410282",0,"CALIN","Escherichia"
"16733","G_410282",2,"complete","Escherichia"
"16734","G_410282",0,"In0","Escherichia"
"16735","G_410336",0,"CALIN","Escherichia"
"16736","G_410336",0,"In0","Escherichia"
"16737","G_410336",2,"complete","Escherichia"
"16738","G_410373",0,"In0","Escherichia"
"16739","G_410373",1,"CALIN","Escherichia"
"16740","G_410373",1,"complete","Escherichia"
"16741","G_410474",0,"CALIN","Escherichia"
"16742","G_410474",2,"complete","Escherichia"
"16743","G_410474",0,"In0","Escherichia"
"16744","G_410673",0,"complete","Escherichia"
"16745","G_410673",0,"In0","Escherichia"
"16746","G_410673",1,"CALIN","Escherichia"
"16747","G_410723",2,"complete","Escherichia"
"16748","G_410723",0,"In0","Escherichia"
"16749","G_410723",0,"CALIN","Escherichia"
"16750","G_411072",0,"In0","Escherichia"
"16751","G_411072",1,"CALIN","Escherichia"
"16752","G_411072",2,"complete","Escherichia"
"16753","G_411081",1,"CALIN","Escherichia"
"16754","G_411081",2,"complete","Escherichia"
"16755","G_411081",0,"In0","Escherichia"
"16756","G_411098",2,"complete","Escherichia"
"16757","G_411098",1,"CALIN","Escherichia"
"16758","G_411098",0,"In0","Escherichia"
"16759","G_411100",0,"complete","Escherichia"
"16760","G_411100",1,"In0","Escherichia"
"16761","G_411100",1,"CALIN","Escherichia"
"16762","G_411138",0,"In0","Escherichia"
"16763","G_411138",1,"CALIN","Escherichia"
"16764","G_411138",2,"complete","Escherichia"
"16765","G_411158",1,"CALIN","Escherichia"
"16766","G_411158",2,"complete","Escherichia"
"16767","G_411158",0,"In0","Escherichia"
"16768","G_411179",1,"CALIN","Escherichia"
"16769","G_411179",2,"complete","Escherichia"
"16770","G_411179",0,"In0","Escherichia"
"16771","G_411201",2,"complete","Escherichia"
"16772","G_411201",0,"In0","Escherichia"
"16773","G_411201",1,"CALIN","Escherichia"
"16774","G_411203",0,"In0","Escherichia"
"16775","G_411203",1,"CALIN","Escherichia"
"16776","G_411203",3,"complete","Escherichia"
"16777","G_411206",0,"In0","Escherichia"
"16778","G_411206",0,"CALIN","Escherichia"
"16779","G_411206",2,"complete","Escherichia"
"16780","G_411209",1,"CALIN","Escherichia"
"16781","G_411209",2,"complete","Escherichia"
"16782","G_411209",0,"In0","Escherichia"
"16783","G_411212",2,"complete","Escherichia"
"16784","G_411212",0,"In0","Escherichia"
"16785","G_411212",0,"CALIN","Escherichia"
"16786","G_411218",2,"complete","Escherichia"
"16787","G_411218",0,"In0","Escherichia"
"16788","G_411218",1,"CALIN","Escherichia"
"16789","G_411243",0,"In0","Escherichia"
"16790","G_411243",2,"complete","Escherichia"
"16791","G_411243",1,"CALIN","Escherichia"
"16792","G_411250",0,"In0","Escherichia"
"16793","G_411250",2,"complete","Escherichia"
"16794","G_411250",3,"CALIN","Escherichia"
"16795","G_411266",2,"complete","Escherichia"
"16796","G_411266",1,"CALIN","Escherichia"
"16797","G_411266",0,"In0","Escherichia"
"16798","G_411269",3,"complete","Escherichia"
"16799","G_411269",0,"In0","Escherichia"
"16800","G_411269",1,"CALIN","Escherichia"
"16801","G_411276",0,"In0","Escherichia"
"16802","G_411276",3,"complete","Escherichia"
"16803","G_411276",1,"CALIN","Escherichia"
"16804","G_411279",1,"CALIN","Escherichia"
"16805","G_411279",0,"In0","Escherichia"
"16806","G_411279",0,"complete","Escherichia"
"16807","G_411290",2,"complete","Escherichia"
"16808","G_411290",0,"In0","Escherichia"
"16809","G_411290",0,"CALIN","Escherichia"
"16810","G_411335",0,"complete","Escherichia"
"16811","G_411335",1,"CALIN","Escherichia"
"16812","G_411335",1,"In0","Escherichia"
"16813","G_411444",1,"complete","Escherichia"
"16814","G_411444",4,"CALIN","Escherichia"
"16815","G_411444",0,"In0","Escherichia"
"16816","G_411471",3,"CALIN","Escherichia"
"16817","G_411471",1,"In0","Escherichia"
"16818","G_411471",0,"complete","Escherichia"
"16819","G_411478",0,"In0","Escherichia"
"16820","G_411478",0,"CALIN","Escherichia"
"16821","G_411478",2,"complete","Escherichia"
"16822","G_411599",2,"complete","Escherichia"
"16823","G_411599",0,"In0","Escherichia"
"16824","G_411599",0,"CALIN","Escherichia"
"16825","G_411661",2,"complete","Escherichia"
"16826","G_411661",0,"CALIN","Escherichia"
"16827","G_411661",0,"In0","Escherichia"
"16828","G_411786",0,"CALIN","Escherichia"
"16829","G_411786",0,"complete","Escherichia"
"16830","G_411786",0,"In0","Escherichia"
"16831","G_411841",0,"In0","Escherichia"
"16832","G_411841",1,"CALIN","Escherichia"
"16833","G_411841",0,"complete","Escherichia"
"16834","G_411882",2,"complete","Escherichia"
"16835","G_411882",0,"In0","Escherichia"
"16836","G_411882",0,"CALIN","Escherichia"
"16837","G_411891",2,"complete","Escherichia"
"16838","G_411891",1,"CALIN","Escherichia"
"16839","G_411891",0,"In0","Escherichia"
"16840","G_411897",0,"CALIN","Escherichia"
"16841","G_411897",2,"complete","Escherichia"
"16842","G_411897",0,"In0","Escherichia"
"16843","G_411903",5,"CALIN","Escherichia"
"16844","G_411903",1,"In0","Escherichia"
"16845","G_411903",1,"complete","Escherichia"
"16846","G_411907",5,"CALIN","Escherichia"
"16847","G_411907",1,"complete","Escherichia"
"16848","G_411907",1,"In0","Escherichia"
"16849","G_411917",2,"complete","Escherichia"
"16850","G_411917",1,"CALIN","Escherichia"
"16851","G_411917",0,"In0","Escherichia"
"16852","G_411948",1,"CALIN","Escherichia"
"16853","G_411948",2,"complete","Escherichia"
"16854","G_411948",0,"In0","Escherichia"
"16855","G_411962",1,"CALIN","Escherichia"
"16856","G_411962",0,"In0","Escherichia"
"16857","G_411962",4,"complete","Escherichia"
"16858","G_411988",0,"In0","Escherichia"
"16859","G_411988",1,"CALIN","Escherichia"
"16860","G_411988",2,"complete","Escherichia"
"16861","G_412006",2,"complete","Escherichia"
"16862","G_412006",1,"CALIN","Escherichia"
"16863","G_412006",0,"In0","Escherichia"
"16864","G_412012",2,"complete","Escherichia"
"16865","G_412012",0,"In0","Escherichia"
"16866","G_412012",1,"CALIN","Escherichia"
"16867","G_412022",0,"In0","Escherichia"
"16868","G_412022",2,"complete","Escherichia"
"16869","G_412022",1,"CALIN","Escherichia"
"16870","G_412044",1,"CALIN","Escherichia"
"16871","G_412044",0,"In0","Escherichia"
"16872","G_412044",2,"complete","Escherichia"
"16873","G_412095",3,"complete","Escherichia"
"16874","G_412095",1,"CALIN","Escherichia"
"16875","G_412095",0,"In0","Escherichia"
"16876","G_412108",2,"complete","Escherichia"
"16877","G_412108",0,"In0","Escherichia"
"16878","G_412108",1,"CALIN","Escherichia"
"16879","G_412118",0,"complete","Escherichia"
"16880","G_412118",1,"In0","Escherichia"
"16881","G_412118",5,"CALIN","Escherichia"
"16882","G_412146",0,"In0","Escherichia"
"16883","G_412146",1,"CALIN","Escherichia"
"16884","G_412146",2,"complete","Escherichia"
"16885","G_412155",1,"CALIN","Escherichia"
"16886","G_412155",3,"complete","Escherichia"
"16887","G_412155",0,"In0","Escherichia"
"16888","G_412164",1,"complete","Escherichia"
"16889","G_412164",1,"In0","Escherichia"
"16890","G_412164",6,"CALIN","Escherichia"
"16891","G_412195",0,"complete","Escherichia"
"16892","G_412195",0,"In0","Escherichia"
"16893","G_412195",0,"CALIN","Escherichia"
"16894","G_412304",0,"In0","Escherichia"
"16895","G_412304",1,"CALIN","Escherichia"
"16896","G_412304",1,"complete","Escherichia"
"16897","G_412357",2,"CALIN","Escherichia"
"16898","G_412357",0,"In0","Escherichia"
"16899","G_412357",1,"complete","Escherichia"
"16900","G_412376",0,"complete","Escherichia"
"16901","G_412376",2,"CALIN","Escherichia"
"16902","G_412376",1,"In0","Escherichia"
"16903","G_412383",2,"complete","Escherichia"
"16904","G_412383",0,"In0","Escherichia"
"16905","G_412383",0,"CALIN","Escherichia"
"16906","G_412543",0,"In0","Escherichia"
"16907","G_412543",2,"complete","Escherichia"
"16908","G_412543",0,"CALIN","Escherichia"
"16909","G_412562",0,"CALIN","Escherichia"
"16910","G_412562",0,"In0","Escherichia"
"16911","G_412562",2,"complete","Escherichia"
"16912","G_412609",0,"complete","Escherichia"
"16913","G_412609",0,"In0","Escherichia"
"16914","G_412609",1,"CALIN","Escherichia"
"16915","G_412626",0,"complete","Escherichia"
"16916","G_412626",3,"CALIN","Escherichia"
"16917","G_412626",1,"In0","Escherichia"
"16918","G_412729",2,"complete","Escherichia"
"16919","G_412729",1,"CALIN","Escherichia"
"16920","G_412729",0,"In0","Escherichia"
"16921","G_412815",2,"CALIN","Escherichia"
"16922","G_412815",0,"complete","Escherichia"
"16923","G_412815",0,"In0","Escherichia"
"16924","G_412834",0,"CALIN","Escherichia"
"16925","G_412834",1,"complete","Escherichia"
"16926","G_412834",0,"In0","Escherichia"
"16927","G_412874",0,"complete","Escherichia"
"16928","G_412874",1,"CALIN","Escherichia"
"16929","G_412874",0,"In0","Escherichia"
"16930","G_412885",2,"complete","Escherichia"
"16931","G_412885",0,"CALIN","Escherichia"
"16932","G_412885",0,"In0","Escherichia"
"16933","G_412921",2,"CALIN","Escherichia"
"16934","G_412921",2,"complete","Escherichia"
"16935","G_412921",0,"In0","Escherichia"
"16936","G_412981",0,"In0","Escherichia"
"16937","G_412981",1,"CALIN","Escherichia"
"16938","G_412981",2,"complete","Escherichia"
"16939","G_412997",0,"In0","Escherichia"
"16940","G_412997",2,"complete","Escherichia"
"16941","G_412997",1,"CALIN","Escherichia"
"16942","G_413002",0,"In0","Escherichia"
"16943","G_413002",1,"complete","Escherichia"
"16944","G_413002",4,"CALIN","Escherichia"
"16945","G_413005",2,"complete","Escherichia"
"16946","G_413005",0,"CALIN","Escherichia"
"16947","G_413005",0,"In0","Escherichia"
"16948","G_413028",0,"CALIN","Escherichia"
"16949","G_413028",0,"In0","Escherichia"
"16950","G_413028",2,"complete","Escherichia"
"16951","G_413034",1,"In0","Escherichia"
"16952","G_413034",0,"complete","Escherichia"
"16953","G_413034",4,"CALIN","Escherichia"
"16954","G_413041",2,"In0","Escherichia"
"16955","G_413041",0,"complete","Escherichia"
"16956","G_413041",3,"CALIN","Escherichia"
"16957","G_413045",2,"complete","Escherichia"
"16958","G_413045",0,"In0","Escherichia"
"16959","G_413045",1,"CALIN","Escherichia"
"16960","G_413076",1,"CALIN","Escherichia"
"16961","G_413076",2,"complete","Escherichia"
"16962","G_413076",0,"In0","Escherichia"
"16963","G_413244",0,"CALIN","Escherichia"
"16964","G_413244",0,"In0","Escherichia"
"16965","G_413244",2,"complete","Escherichia"
"16966","G_413295",0,"In0","Escherichia"
"16967","G_413295",0,"CALIN","Escherichia"
"16968","G_413295",2,"complete","Escherichia"
"16969","G_413322",2,"complete","Escherichia"
"16970","G_413322",0,"In0","Escherichia"
"16971","G_413322",0,"CALIN","Escherichia"
"16972","G_413389",0,"CALIN","Escherichia"
"16973","G_413389",2,"complete","Escherichia"
"16974","G_413389",0,"In0","Escherichia"
"16975","G_413396",0,"CALIN","Escherichia"
"16976","G_413396",0,"In0","Escherichia"
"16977","G_413396",2,"complete","Escherichia"
"16978","G_413441",0,"In0","Escherichia"
"16979","G_413441",0,"CALIN","Escherichia"
"16980","G_413441",2,"complete","Escherichia"
"16981","G_413455",0,"In0","Escherichia"
"16982","G_413455",2,"complete","Escherichia"
"16983","G_413455",0,"CALIN","Escherichia"
"16984","G_413496",2,"complete","Escherichia"
"16985","G_413496",2,"CALIN","Escherichia"
"16986","G_413496",0,"In0","Escherichia"
"16987","G_413535",0,"CALIN","Escherichia"
"16988","G_413535",2,"complete","Escherichia"
"16989","G_413535",0,"In0","Escherichia"
"16990","G_413562",0,"CALIN","Escherichia"
"16991","G_413562",0,"In0","Escherichia"
"16992","G_413562",1,"complete","Escherichia"
"16993","G_413580",1,"In0","Escherichia"
"16994","G_413580",0,"complete","Escherichia"
"16995","G_413580",0,"CALIN","Escherichia"
"16996","G_413591",1,"complete","Escherichia"
"16997","G_413591",0,"CALIN","Escherichia"
"16998","G_413591",0,"In0","Escherichia"
"16999","G_413602",2,"complete","Escherichia"
"17000","G_413602",0,"CALIN","Escherichia"
"17001","G_413602",0,"In0","Escherichia"
"17002","G_413630",0,"CALIN","Escherichia"
"17003","G_413630",0,"In0","Escherichia"
"17004","G_413630",1,"complete","Escherichia"
"17005","G_413662",0,"CALIN","Escherichia"
"17006","G_413662",1,"In0","Escherichia"
"17007","G_413662",0,"complete","Escherichia"
"17008","G_413670",1,"complete","Escherichia"
"17009","G_413670",0,"CALIN","Escherichia"
"17010","G_413670",0,"In0","Escherichia"
"17011","G_413671",1,"complete","Escherichia"
"17012","G_413671",0,"CALIN","Escherichia"
"17013","G_413671",0,"In0","Escherichia"
"17014","G_413681",0,"CALIN","Escherichia"
"17015","G_413681",1,"In0","Escherichia"
"17016","G_413681",0,"complete","Escherichia"
"17017","G_413722",0,"CALIN","Escherichia"
"17018","G_413722",0,"In0","Escherichia"
"17019","G_413722",1,"complete","Escherichia"
"17020","G_413725",0,"In0","Escherichia"
"17021","G_413725",1,"complete","Escherichia"
"17022","G_413725",0,"CALIN","Escherichia"
"17023","G_413762",1,"complete","Escherichia"
"17024","G_413762",3,"CALIN","Escherichia"
"17025","G_413762",0,"In0","Escherichia"
"17026","G_413859",0,"CALIN","Escherichia"
"17027","G_413859",0,"complete","Escherichia"
"17028","G_413859",0,"In0","Escherichia"
"17029","G_413892",6,"CALIN","Escherichia"
"17030","G_413892",1,"In0","Escherichia"
"17031","G_413892",0,"complete","Escherichia"
"17032","G_413904",1,"In0","Escherichia"
"17033","G_413904",0,"complete","Escherichia"
"17034","G_413904",4,"CALIN","Escherichia"
"17035","G_413947",1,"CALIN","Escherichia"
"17036","G_413947",0,"In0","Escherichia"
"17037","G_413947",1,"complete","Escherichia"
"17038","G_413957",1,"In0","Escherichia"
"17039","G_413957",0,"complete","Escherichia"
"17040","G_413957",6,"CALIN","Escherichia"
"17041","G_414085",0,"CALIN","Escherichia"
"17042","G_414085",0,"In0","Escherichia"
"17043","G_414085",0,"complete","Escherichia"
"17044","G_414092",1,"CALIN","Escherichia"
"17045","G_414092",0,"In0","Escherichia"
"17046","G_414092",1,"complete","Escherichia"
"17047","G_414145",3,"CALIN","Escherichia"
"17048","G_414145",1,"In0","Escherichia"
"17049","G_414145",0,"complete","Escherichia"
